"instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","date"
9301,"1/28/2012",1,1,1,10,0,"sat","no","1_clear",0.26,0.2727,0.7,0.1343,27,164,191,2012-01-28 10:00:00
9302,"1/28/2012",1,1,1,11,0,"sat","no","1_clear",0.3,0.303,0.56,0.1343,55,241,296,2012-01-28 11:00:00
9303,"1/28/2012",1,1,1,12,0,"sat","no","1_clear",0.3,0.2879,0.61,0.2836,70,244,314,2012-01-28 12:00:00
9304,"1/28/2012",1,1,1,13,0,"sat","no","1_clear",0.34,0.3182,0.57,0.2537,80,293,373,2012-01-28 13:00:00
9305,"1/28/2012",1,1,1,14,0,"sat","no","1_clear",0.38,0.3939,0.5,0.3881,123,239,362,2012-01-28 14:00:00
9306,"1/28/2012",1,1,1,15,0,"sat","no","1_clear",0.4,0.4091,0.47,0.3284,90,320,410,2012-01-28 15:00:00
9307,"1/28/2012",1,1,1,16,0,"sat","no","1_clear",0.42,0.4242,0.44,0.3582,131,276,407,2012-01-28 16:00:00
9308,"1/28/2012",1,1,1,17,0,"sat","no","1_clear",0.42,0.4242,0.44,0.3881,57,233,290,2012-01-28 17:00:00
9309,"1/28/2012",1,1,1,18,0,"sat","no","1_clear",0.42,0.4242,0.41,0.2239,40,201,241,2012-01-28 18:00:00
9310,"1/28/2012",1,1,1,19,0,"sat","no","2_Mist+cloudy",0.42,0.4242,0.41,0.5522,33,173,206,2012-01-28 19:00:00
9311,"1/28/2012",1,1,1,20,0,"sat","no","1_clear",0.4,0.4091,0.35,0.3881,5,115,120,2012-01-28 20:00:00
9312,"1/28/2012",1,1,1,21,0,"sat","no","1_clear",0.36,0.3333,0.29,0.3582,18,109,127,2012-01-28 21:00:00
9313,"1/28/2012",1,1,1,22,0,"sat","no","1_clear",0.34,0.3333,0.34,0.194,6,97,103,2012-01-28 22:00:00
9314,"1/28/2012",1,1,1,23,0,"sat","no","1_clear",0.32,0.3182,0.31,0.194,6,79,85,2012-01-28 23:00:00
9315,"1/29/2012",1,1,1,0,0,"Sun","no","1_clear",0.3,0.2879,0.33,0.2239,15,81,96,2012-01-29 00:00:00
9316,"1/29/2012",1,1,1,1,0,"Sun","no","1_clear",0.3,0.2727,0.28,0.3582,5,68,73,2012-01-29 01:00:00
9317,"1/29/2012",1,1,1,2,0,"Sun","no","1_clear",0.28,0.2576,0.26,0.3284,3,48,51,2012-01-29 02:00:00
9318,"1/29/2012",1,1,1,3,0,"Sun","no","1_clear",0.26,0.2576,0.28,0.194,4,17,21,2012-01-29 03:00:00
9319,"1/29/2012",1,1,1,4,0,"Sun","no","1_clear",0.24,0.2576,0.3,0,0,5,5,2012-01-29 04:00:00
9320,"1/29/2012",1,1,1,5,0,"Sun","no","1_clear",0.2,0.2121,0.51,0.1343,1,6,7,2012-01-29 05:00:00
9321,"1/29/2012",1,1,1,6,0,"Sun","no","1_clear",0.2,0.2273,0.4,0.1045,1,4,5,2012-01-29 06:00:00
9322,"1/29/2012",1,1,1,7,0,"Sun","no","1_clear",0.2,0.2121,0.37,0.1343,0,12,12,2012-01-29 07:00:00
9323,"1/29/2012",1,1,1,8,0,"Sun","no","1_clear",0.18,0.197,0.4,0.1343,9,61,70,2012-01-29 08:00:00
9324,"1/29/2012",1,1,1,9,0,"Sun","no","1_clear",0.18,0.197,0.43,0.1343,13,98,111,2012-01-29 09:00:00
9325,"1/29/2012",1,1,1,10,0,"Sun","no","1_clear",0.24,0.2424,0.35,0.1343,38,153,191,2012-01-29 10:00:00
9326,"1/29/2012",1,1,1,11,0,"Sun","no","1_clear",0.28,0.2727,0.28,0.2239,57,198,255,2012-01-29 11:00:00
9327,"1/29/2012",1,1,1,12,0,"Sun","no","1_clear",0.32,0.303,0.26,0.2239,73,215,288,2012-01-29 12:00:00
9328,"1/29/2012",1,1,1,13,0,"Sun","no","1_clear",0.32,0.303,0.26,0.2239,78,238,316,2012-01-29 13:00:00
9329,"1/29/2012",1,1,1,14,0,"Sun","no","1_clear",0.32,0.303,0.26,0.2537,51,229,280,2012-01-29 14:00:00
9330,"1/29/2012",1,1,1,15,0,"Sun","no","1_clear",0.36,0.3333,0.25,0.2836,68,242,310,2012-01-29 15:00:00
9331,"1/29/2012",1,1,1,16,0,"Sun","no","1_clear",0.36,0.3333,0.21,0.4179,54,268,322,2012-01-29 16:00:00
9332,"1/29/2012",1,1,1,17,0,"Sun","no","1_clear",0.36,0.3333,0.21,0.4179,33,201,234,2012-01-29 17:00:00
9333,"1/29/2012",1,1,1,18,0,"Sun","no","1_clear",0.34,0.303,0.23,0.3582,17,151,168,2012-01-29 18:00:00
9334,"1/29/2012",1,1,1,19,0,"Sun","no","1_clear",0.32,0.303,0.29,0.2537,14,145,159,2012-01-29 19:00:00
9335,"1/29/2012",1,1,1,20,0,"Sun","no","1_clear",0.3,0.2879,0.39,0.2239,13,98,111,2012-01-29 20:00:00
9336,"1/29/2012",1,1,1,21,0,"Sun","no","1_clear",0.3,0.2879,0.33,0.2836,0,69,69,2012-01-29 21:00:00
9337,"1/29/2012",1,1,1,22,0,"Sun","no","1_clear",0.32,0.2879,0.26,0.3881,7,57,64,2012-01-29 22:00:00
9338,"1/29/2012",1,1,1,23,0,"Sun","no","1_clear",0.3,0.2727,0.33,0.3284,4,21,25,2012-01-29 23:00:00
9339,"1/30/2012",1,1,1,0,0,"mon","yes","2_Mist+cloudy",0.32,0.2879,0.26,0.4179,0,10,10,2012-01-30 00:00:00
9340,"1/30/2012",1,1,1,1,0,"mon","yes","1_clear",0.26,0.2273,0.6,0.3582,0,9,9,2012-01-30 01:00:00
9341,"1/30/2012",1,1,1,2,0,"mon","yes","1_clear",0.24,0.2121,0.48,0.3582,1,6,7,2012-01-30 02:00:00
9342,"1/30/2012",1,1,1,3,0,"mon","yes","1_clear",0.24,0.2273,0.48,0.194,0,4,4,2012-01-30 03:00:00
9343,"1/30/2012",1,1,1,4,0,"mon","yes","1_clear",0.2,0.2121,0.51,0.1343,0,5,5,2012-01-30 04:00:00
9344,"1/30/2012",1,1,1,5,0,"mon","yes","1_clear",0.2,0.2121,0.51,0.1343,0,26,26,2012-01-30 05:00:00
9345,"1/30/2012",1,1,1,6,0,"mon","yes","1_clear",0.22,0.2121,0.44,0.2537,0,80,80,2012-01-30 06:00:00
9346,"1/30/2012",1,1,1,7,0,"mon","yes","1_clear",0.22,0.2121,0.44,0.2836,4,221,225,2012-01-30 07:00:00
9347,"1/30/2012",1,1,1,8,0,"mon","yes","1_clear",0.2,0.197,0.47,0.2239,12,481,493,2012-01-30 08:00:00
9348,"1/30/2012",1,1,1,9,0,"mon","yes","1_clear",0.2,0.197,0.47,0.2239,5,193,198,2012-01-30 09:00:00
9349,"1/30/2012",1,1,1,10,0,"mon","yes","1_clear",0.22,0.2121,0.41,0.2836,3,82,85,2012-01-30 10:00:00
9350,"1/30/2012",1,1,1,11,0,"mon","yes","1_clear",0.26,0.2576,0.38,0,6,93,99,2012-01-30 11:00:00
9351,"1/30/2012",1,1,1,12,0,"mon","yes","1_clear",0.26,0.2273,0.35,0.3881,5,129,134,2012-01-30 12:00:00
9352,"1/30/2012",1,1,1,13,0,"mon","yes","1_clear",0.3,0.2879,0.31,0.194,15,117,132,2012-01-30 13:00:00
9353,"1/30/2012",1,1,1,14,0,"mon","yes","1_clear",0.32,0.3333,0.24,0.1343,15,100,115,2012-01-30 14:00:00
9354,"1/30/2012",1,1,1,15,0,"mon","yes","1_clear",0.32,0.3182,0.24,0.194,7,131,138,2012-01-30 15:00:00
9355,"1/30/2012",1,1,1,16,0,"mon","yes","1_clear",0.34,0.3333,0.25,0.194,11,210,221,2012-01-30 16:00:00
9356,"1/30/2012",1,1,1,17,0,"mon","yes","1_clear",0.36,0.3485,0.21,0.194,16,422,438,2012-01-30 17:00:00
9357,"1/30/2012",1,1,1,18,0,"mon","yes","1_clear",0.34,0.3333,0.23,0.1642,11,399,410,2012-01-30 18:00:00
9358,"1/30/2012",1,1,1,19,0,"mon","yes","1_clear",0.3,0.3182,0.45,0.1045,8,298,306,2012-01-30 19:00:00
9359,"1/30/2012",1,1,1,20,0,"mon","yes","1_clear",0.3,0.303,0.39,0.1642,2,179,181,2012-01-30 20:00:00
9360,"1/30/2012",1,1,1,21,0,"mon","yes","1_clear",0.3,0.303,0.42,0.1642,3,159,162,2012-01-30 21:00:00
9361,"1/30/2012",1,1,1,22,0,"mon","yes","1_clear",0.28,0.2727,0.48,0.2239,2,92,94,2012-01-30 22:00:00
9362,"1/30/2012",1,1,1,23,0,"mon","yes","1_clear",0.26,0.2576,0.6,0.194,0,52,52,2012-01-30 23:00:00
9363,"1/31/2012",1,1,1,0,0,"tue","yes","1_clear",0.28,0.2727,0.52,0.2537,0,15,15,2012-01-31 00:00:00
9364,"1/31/2012",1,1,1,1,0,"tue","yes","1_clear",0.3,0.2727,0.42,0.2985,1,7,8,2012-01-31 01:00:00
9365,"1/31/2012",1,1,1,2,0,"tue","yes","1_clear",0.3,0.2879,0.42,0.2239,0,2,2,2012-01-31 02:00:00
9366,"1/31/2012",1,1,1,3,0,"tue","yes","1_clear",0.3,0.2879,0.45,0.2239,0,2,2,2012-01-31 03:00:00
9367,"1/31/2012",1,1,1,4,0,"tue","yes","1_clear",0.3,0.2879,0.49,0.194,0,1,1,2012-01-31 04:00:00
9368,"1/31/2012",1,1,1,5,0,"tue","yes","1_clear",0.3,0.2879,0.49,0.194,0,22,22,2012-01-31 05:00:00
9369,"1/31/2012",1,1,1,6,0,"tue","yes","1_clear",0.28,0.2727,0.52,0.1642,0,104,104,2012-01-31 06:00:00
9370,"1/31/2012",1,1,1,7,0,"tue","yes","1_clear",0.26,0.2576,0.6,0.194,6,273,279,2012-01-31 07:00:00
9371,"1/31/2012",1,1,1,8,0,"tue","yes","1_clear",0.26,0.2727,0.6,0.1045,14,498,512,2012-01-31 08:00:00
9372,"1/31/2012",1,1,1,9,0,"tue","yes","1_clear",0.3,0.2879,0.52,0.194,30,231,261,2012-01-31 09:00:00
9373,"1/31/2012",1,1,1,10,0,"tue","yes","2_Mist+cloudy",0.32,0.3182,0.57,0.194,34,110,144,2012-01-31 10:00:00
9374,"1/31/2012",1,1,1,11,0,"tue","yes","1_clear",0.4,0.4091,0.37,0.2836,14,125,139,2012-01-31 11:00:00
9375,"1/31/2012",1,1,1,12,0,"tue","yes","1_clear",0.4,0.4091,0.43,0.2985,13,181,194,2012-01-31 12:00:00
9376,"1/31/2012",1,1,1,13,0,"tue","yes","1_clear",0.46,0.4545,0.36,0.2239,27,171,198,2012-01-31 13:00:00
9377,"1/31/2012",1,1,1,14,0,"tue","yes","1_clear",0.5,0.4848,0.29,0.3284,18,142,160,2012-01-31 14:00:00
9378,"1/31/2012",1,1,1,15,0,"tue","yes","1_clear",0.54,0.5152,0.26,0.4478,27,150,177,2012-01-31 15:00:00
9379,"1/31/2012",1,1,1,16,0,"tue","yes","1_clear",0.54,0.5152,0.26,0.4478,30,277,307,2012-01-31 16:00:00
9380,"1/31/2012",1,1,1,17,0,"tue","yes","1_clear",0.54,0.5152,0.26,0.4179,41,518,559,2012-01-31 17:00:00
9381,"1/31/2012",1,1,1,18,0,"tue","yes","1_clear",0.54,0.5152,0.24,0.3582,16,486,502,2012-01-31 18:00:00
9382,"1/31/2012",1,1,1,19,0,"tue","yes","1_clear",0.5,0.4848,0.29,0.2836,22,306,328,2012-01-31 19:00:00
9383,"1/31/2012",1,1,1,20,0,"tue","yes","1_clear",0.4,0.4091,0.58,0.1045,15,223,238,2012-01-31 20:00:00
9384,"1/31/2012",1,1,1,21,0,"tue","yes","1_clear",0.46,0.4545,0.33,0.2985,3,162,165,2012-01-31 21:00:00
9385,"1/31/2012",1,1,1,22,0,"tue","yes","1_clear",0.44,0.4394,0.35,0.2985,11,118,129,2012-01-31 22:00:00
9386,"1/31/2012",1,1,1,23,0,"tue","yes","1_clear",0.44,0.4394,0.38,0.2537,2,61,63,2012-01-31 23:00:00
9387,"2/1/2012",1,1,2,0,0,"wed","yes","1_clear",0.44,0.4394,0.38,0.2836,0,31,31,2012-02-01 00:00:00
9388,"2/1/2012",1,1,2,1,0,"wed","yes","1_clear",0.44,0.4394,0.41,0.2836,0,4,4,2012-02-01 01:00:00
9389,"2/1/2012",1,1,2,2,0,"wed","yes","1_clear",0.44,0.4394,0.44,0.2836,1,6,7,2012-02-01 02:00:00
9390,"2/1/2012",1,1,2,3,0,"wed","yes","1_clear",0.44,0.4394,0.44,0.194,0,3,3,2012-02-01 03:00:00
9391,"2/1/2012",1,1,2,4,0,"wed","yes","1_clear",0.4,0.4091,0.5,0.1642,0,1,1,2012-02-01 04:00:00
9392,"2/1/2012",1,1,2,5,0,"wed","yes","1_clear",0.4,0.4091,0.5,0.1642,0,18,18,2012-02-01 05:00:00
9393,"2/1/2012",1,1,2,6,0,"wed","yes","3_Light snow/rain",0.4,0.4091,0.54,0.1642,0,67,67,2012-02-01 06:00:00
9394,"2/1/2012",1,1,2,7,0,"wed","yes","3_Light snow/rain",0.38,0.3939,0.62,0.0896,7,201,208,2012-02-01 07:00:00
9395,"2/1/2012",1,1,2,8,0,"wed","yes","3_Light snow/rain",0.36,0.3636,0.73,0.1045,15,505,520,2012-02-01 08:00:00
9396,"2/1/2012",1,1,2,9,0,"wed","yes","2_Mist+cloudy",0.36,0.3485,0.71,0.194,9,267,276,2012-02-01 09:00:00
9397,"2/1/2012",1,1,2,10,0,"wed","yes","1_clear",0.4,0.4091,0.62,0.1343,9,124,133,2012-02-01 10:00:00
9398,"2/1/2012",1,1,2,11,0,"wed","yes","1_clear",0.4,0.4091,0.58,0.1642,27,116,143,2012-02-01 11:00:00
9399,"2/1/2012",1,1,2,12,0,"wed","yes","1_clear",0.44,0.4394,0.54,0.1045,26,153,179,2012-02-01 12:00:00
9400,"2/1/2012",1,1,2,13,0,"wed","yes","1_clear",0.46,0.4545,0.47,0.2239,12,174,186,2012-02-01 13:00:00
9401,"2/1/2012",1,1,2,14,0,"wed","yes","1_clear",0.62,0.6212,0.33,0.2239,33,159,192,2012-02-01 14:00:00
9402,"2/1/2012",1,1,2,15,0,"wed","yes","1_clear",0.6,0.6212,0.35,0.2836,25,169,194,2012-02-01 15:00:00
9403,"2/1/2012",1,1,2,16,0,"wed","yes","1_clear",0.6,0.6212,0.4,0.2239,22,261,283,2012-02-01 16:00:00
9404,"2/1/2012",1,1,2,17,0,"wed","yes","1_clear",0.58,0.5455,0.43,0.194,31,508,539,2012-02-01 17:00:00
9405,"2/1/2012",1,1,2,18,0,"wed","yes","1_clear",0.56,0.5303,0.46,0.1642,12,514,526,2012-02-01 18:00:00
9406,"2/1/2012",1,1,2,19,0,"wed","yes","1_clear",0.54,0.5152,0.52,0.2836,20,315,335,2012-02-01 19:00:00
9407,"2/1/2012",1,1,2,20,0,"wed","yes","1_clear",0.52,0.5,0.52,0.1642,10,254,264,2012-02-01 20:00:00
9408,"2/1/2012",1,1,2,21,0,"wed","yes","1_clear",0.52,0.5,0.52,0.1642,16,217,233,2012-02-01 21:00:00
9409,"2/1/2012",1,1,2,22,0,"wed","yes","1_clear",0.5,0.4848,0.55,0.194,7,133,140,2012-02-01 22:00:00
9410,"2/1/2012",1,1,2,23,0,"wed","yes","1_clear",0.46,0.4545,0.63,0.0896,22,75,97,2012-02-01 23:00:00
9411,"2/2/2012",1,1,2,0,0,"thu","yes","1_clear",0.46,0.4545,0.59,0.1343,7,24,31,2012-02-02 00:00:00
9412,"2/2/2012",1,1,2,1,0,"thu","yes","2_Mist+cloudy",0.46,0.4545,0.55,0,3,14,17,2012-02-02 01:00:00
9413,"2/2/2012",1,1,2,2,0,"thu","yes","2_Mist+cloudy",0.42,0.4242,0.67,0.1343,2,7,9,2012-02-02 02:00:00
9414,"2/2/2012",1,1,2,3,0,"thu","yes","2_Mist+cloudy",0.42,0.4242,0.67,0.1343,0,2,2,2012-02-02 03:00:00
9415,"2/2/2012",1,1,2,4,0,"thu","yes","3_Light snow/rain",0.4,0.4091,0.82,0.0896,0,1,1,2012-02-02 04:00:00
9416,"2/2/2012",1,1,2,5,0,"thu","yes","3_Light snow/rain",0.4,0.4091,0.82,0,0,19,19,2012-02-02 05:00:00
9417,"2/2/2012",1,1,2,6,0,"thu","yes","3_Light snow/rain",0.36,0.3788,0.9,0,1,73,74,2012-02-02 06:00:00
9418,"2/2/2012",1,1,2,7,0,"thu","yes","3_Light snow/rain",0.36,0.3788,0.93,0,4,201,205,2012-02-02 07:00:00
9419,"2/2/2012",1,1,2,8,0,"thu","yes","3_Light snow/rain",0.4,0.4091,0.87,0,9,436,445,2012-02-02 08:00:00
9420,"2/2/2012",1,1,2,9,0,"thu","yes","3_Light snow/rain",0.38,0.3939,0.87,0,15,213,228,2012-02-02 09:00:00
9421,"2/2/2012",1,1,2,10,0,"thu","yes","3_Light snow/rain",0.42,0.4242,0.77,0.1045,6,72,78,2012-02-02 10:00:00
9422,"2/2/2012",1,1,2,11,0,"thu","yes","3_Light snow/rain",0.4,0.4091,0.82,0.2537,6,99,105,2012-02-02 11:00:00
9423,"2/2/2012",1,1,2,12,0,"thu","yes","1_clear",0.42,0.4242,0.82,0,8,140,148,2012-02-02 12:00:00
9424,"2/2/2012",1,1,2,13,0,"thu","yes","2_Mist+cloudy",0.42,0.4242,0.77,0,13,124,137,2012-02-02 13:00:00
9425,"2/2/2012",1,1,2,14,0,"thu","yes","1_clear",0.4,0.4091,0.76,0.1045,12,129,141,2012-02-02 14:00:00
9426,"2/2/2012",1,1,2,15,0,"thu","yes","1_clear",0.46,0.4545,0.67,0.1642,24,150,174,2012-02-02 15:00:00
9427,"2/2/2012",1,1,2,16,0,"thu","yes","1_clear",0.46,0.4545,0.55,0.2836,18,211,229,2012-02-02 16:00:00
9428,"2/2/2012",1,1,2,17,0,"thu","yes","1_clear",0.42,0.4242,0.54,0.4925,13,437,450,2012-02-02 17:00:00
9429,"2/2/2012",1,1,2,18,0,"thu","yes","1_clear",0.4,0.4091,0.43,0.4627,17,393,410,2012-02-02 18:00:00
9430,"2/2/2012",1,1,2,19,0,"thu","yes","1_clear",0.38,0.3939,0.43,0.5224,16,311,327,2012-02-02 19:00:00
9431,"2/2/2012",1,1,2,20,0,"thu","yes","1_clear",0.36,0.3182,0.46,0.5224,9,204,213,2012-02-02 20:00:00
9432,"2/2/2012",1,1,2,21,0,"thu","yes","1_clear",0.34,0.303,0.46,0.4179,4,144,148,2012-02-02 21:00:00
9433,"2/2/2012",1,1,2,22,0,"thu","yes","1_clear",0.32,0.2879,0.49,0.4179,3,106,109,2012-02-02 22:00:00
9434,"2/2/2012",1,1,2,23,0,"thu","yes","1_clear",0.32,0.303,0.49,0.2537,0,61,61,2012-02-02 23:00:00
9435,"2/3/2012",1,1,2,0,0,"fri","yes","1_clear",0.32,0.2879,0.53,0.3881,1,37,38,2012-02-03 00:00:00
9436,"2/3/2012",1,1,2,1,0,"fri","yes","1_clear",0.3,0.2727,0.56,0.3284,3,19,22,2012-02-03 01:00:00
9437,"2/3/2012",1,1,2,2,0,"fri","yes","1_clear",0.3,0.2879,0.52,0.2239,0,6,6,2012-02-03 02:00:00
9438,"2/3/2012",1,1,2,3,0,"fri","yes","1_clear",0.28,0.2576,0.56,0.2985,0,4,4,2012-02-03 03:00:00
9439,"2/3/2012",1,1,2,4,0,"fri","yes","1_clear",0.26,0.2576,0.6,0.2239,0,2,2,2012-02-03 04:00:00
9440,"2/3/2012",1,1,2,5,0,"fri","yes","1_clear",0.26,0.2576,0.6,0.2239,0,17,17,2012-02-03 05:00:00
9441,"2/3/2012",1,1,2,6,0,"fri","yes","1_clear",0.24,0.2424,0.65,0.1642,0,88,88,2012-02-03 06:00:00
9442,"2/3/2012",1,1,2,7,0,"fri","yes","1_clear",0.24,0.2273,0.65,0.2239,10,216,226,2012-02-03 07:00:00
9443,"2/3/2012",1,1,2,8,0,"fri","yes","1_clear",0.24,0.2273,0.65,0.2239,12,429,441,2012-02-03 08:00:00
9444,"2/3/2012",1,1,2,9,0,"fri","yes","1_clear",0.24,0.2273,0.65,0.194,18,252,270,2012-02-03 09:00:00
9445,"2/3/2012",1,1,2,10,0,"fri","yes","1_clear",0.28,0.2576,0.56,0.2836,15,114,129,2012-02-03 10:00:00
9446,"2/3/2012",1,1,2,11,0,"fri","yes","1_clear",0.32,0.303,0.53,0.2985,15,149,164,2012-02-03 11:00:00
9447,"2/3/2012",1,1,2,12,0,"fri","yes","1_clear",0.34,0.3333,0.46,0.1343,25,191,216,2012-02-03 12:00:00
9448,"2/3/2012",1,1,2,13,0,"fri","yes","1_clear",0.36,0.3636,0.46,0,25,173,198,2012-02-03 13:00:00
9449,"2/3/2012",1,1,2,14,0,"fri","yes","1_clear",0.36,0.3485,0.46,0.2239,22,148,170,2012-02-03 14:00:00
9450,"2/3/2012",1,1,2,15,0,"fri","yes","1_clear",0.38,0.3939,0.4,0,48,168,216,2012-02-03 15:00:00
9451,"2/3/2012",1,1,2,16,0,"fri","yes","1_clear",0.4,0.4091,0.37,0.1045,36,275,311,2012-02-03 16:00:00
9452,"2/3/2012",1,1,2,17,0,"fri","yes","1_clear",0.4,0.4091,0.37,0.0896,30,458,488,2012-02-03 17:00:00
9453,"2/3/2012",1,1,2,18,0,"fri","yes","1_clear",0.38,0.3939,0.4,0.1343,17,368,385,2012-02-03 18:00:00
9454,"2/3/2012",1,1,2,19,0,"fri","yes","1_clear",0.34,0.3485,0.49,0.1045,11,256,267,2012-02-03 19:00:00
9455,"2/3/2012",1,1,2,20,0,"fri","yes","1_clear",0.34,0.3485,0.49,0.1045,8,155,163,2012-02-03 20:00:00
9456,"2/3/2012",1,1,2,21,0,"fri","yes","1_clear",0.34,0.3485,0.49,0.1045,8,126,134,2012-02-03 21:00:00
9457,"2/3/2012",1,1,2,22,0,"fri","yes","1_clear",0.34,0.3485,0.49,0.1045,3,116,119,2012-02-03 22:00:00
9458,"2/3/2012",1,1,2,23,0,"fri","yes","1_clear",0.26,0.2727,0.7,0.1045,3,74,77,2012-02-03 23:00:00
9459,"2/4/2012",1,1,2,0,0,"sat","no","1_clear",0.26,0.2727,0.7,0.1045,10,76,86,2012-02-04 00:00:00
9460,"2/4/2012",1,1,2,1,0,"sat","no","1_clear",0.26,0.2727,0.7,0.1045,0,43,43,2012-02-04 01:00:00
9461,"2/4/2012",1,1,2,2,0,"sat","no","1_clear",0.24,0.2576,0.7,0.0896,6,38,44,2012-02-04 02:00:00
9462,"2/4/2012",1,1,2,3,0,"sat","no","1_clear",0.24,0.2879,0.75,0,1,17,18,2012-02-04 03:00:00
9463,"2/4/2012",1,1,2,4,0,"sat","no","1_clear",0.24,0.2576,0.81,0.0896,1,5,6,2012-02-04 04:00:00
9464,"2/4/2012",1,1,2,5,0,"sat","no","1_clear",0.24,0.2576,0.81,0.0896,1,3,4,2012-02-04 05:00:00
9465,"2/4/2012",1,1,2,6,0,"sat","no","1_clear",0.22,0.2273,0.87,0.1343,1,4,5,2012-02-04 06:00:00
9466,"2/4/2012",1,1,2,7,0,"sat","no","2_Mist+cloudy",0.24,0.2424,0.87,0.1343,1,27,28,2012-02-04 07:00:00
9467,"2/4/2012",1,1,2,8,0,"sat","no","1_clear",0.24,0.2879,0.87,0,4,86,90,2012-02-04 08:00:00
9468,"2/4/2012",1,1,2,9,0,"sat","no","1_clear",0.24,0.2424,0.81,0.1343,16,141,157,2012-02-04 09:00:00
9469,"2/4/2012",1,1,2,10,0,"sat","no","1_clear",0.24,0.2576,0.87,0.1045,31,193,224,2012-02-04 10:00:00
9470,"2/4/2012",1,1,2,11,0,"sat","no","1_clear",0.3,0.3333,0.7,0,46,224,270,2012-02-04 11:00:00
9471,"2/4/2012",1,1,2,12,0,"sat","no","2_Mist+cloudy",0.3,0.3182,0.7,0.0896,40,260,300,2012-02-04 12:00:00
9472,"2/4/2012",1,1,2,13,0,"sat","no","2_Mist+cloudy",0.3,0.2879,0.7,0.194,58,244,302,2012-02-04 13:00:00
9473,"2/4/2012",1,1,2,14,0,"sat","no","2_Mist+cloudy",0.32,0.303,0.66,0.2239,47,229,276,2012-02-04 14:00:00
9474,"2/4/2012",1,1,2,15,0,"sat","no","2_Mist+cloudy",0.32,0.303,0.66,0.2239,61,244,305,2012-02-04 15:00:00
9475,"2/4/2012",1,1,2,16,0,"sat","no","2_Mist+cloudy",0.34,0.3333,0.61,0.1642,20,123,143,2012-02-04 16:00:00
9476,"2/4/2012",1,1,2,17,0,"sat","no","3_Light snow/rain",0.3,0.2879,0.7,0.194,13,54,67,2012-02-04 17:00:00
9477,"2/4/2012",1,1,2,18,0,"sat","no","3_Light snow/rain",0.28,0.2727,0.75,0.1642,6,58,64,2012-02-04 18:00:00
9478,"2/4/2012",1,1,2,19,0,"sat","no","3_Light snow/rain",0.26,0.2727,0.87,0.1343,5,75,80,2012-02-04 19:00:00
9479,"2/4/2012",1,1,2,20,0,"sat","no","3_Light snow/rain",0.24,0.2273,0.93,0.194,4,73,77,2012-02-04 20:00:00
9480,"2/4/2012",1,1,2,21,0,"sat","no","3_Light snow/rain",0.24,0.2424,0.93,0.1343,4,74,78,2012-02-04 21:00:00
9481,"2/4/2012",1,1,2,22,0,"sat","no","2_Mist+cloudy",0.24,0.2576,0.87,0.0896,4,91,95,2012-02-04 22:00:00
9482,"2/4/2012",1,1,2,23,0,"sat","no","2_Mist+cloudy",0.24,0.2424,0.87,0.1343,4,66,70,2012-02-04 23:00:00
9483,"2/5/2012",1,1,2,0,0,"Sun","no","2_Mist+cloudy",0.24,0.2424,0.87,0.1343,3,58,61,2012-02-05 00:00:00
9484,"2/5/2012",1,1,2,1,0,"Sun","no","2_Mist+cloudy",0.24,0.2576,0.93,0.1045,5,46,51,2012-02-05 01:00:00
9485,"2/5/2012",1,1,2,2,0,"Sun","no","2_Mist+cloudy",0.24,0.2576,0.93,0.1045,4,59,63,2012-02-05 02:00:00
9486,"2/5/2012",1,1,2,3,0,"Sun","no","3_Light snow/rain",0.24,0.2576,0.87,0.0896,4,13,17,2012-02-05 03:00:00
9487,"2/5/2012",1,1,2,4,0,"Sun","no","2_Mist+cloudy",0.24,0.2424,0.87,0.1343,0,9,9,2012-02-05 04:00:00
9488,"2/5/2012",1,1,2,5,0,"Sun","no","3_Light snow/rain",0.26,0.2576,0.81,0.194,0,4,4,2012-02-05 05:00:00
9489,"2/5/2012",1,1,2,6,0,"Sun","no","2_Mist+cloudy",0.26,0.2424,0.7,0.2537,0,4,4,2012-02-05 06:00:00
9490,"2/5/2012",1,1,2,7,0,"Sun","no","2_Mist+cloudy",0.24,0.2424,0.75,0.1642,0,16,16,2012-02-05 07:00:00
9491,"2/5/2012",1,1,2,8,0,"Sun","no","2_Mist+cloudy",0.24,0.2424,0.75,0.1642,4,58,62,2012-02-05 08:00:00
9492,"2/5/2012",1,1,2,9,0,"Sun","no","2_Mist+cloudy",0.24,0.2273,0.7,0.2239,9,83,92,2012-02-05 09:00:00
9493,"2/5/2012",1,1,2,10,0,"Sun","no","2_Mist+cloudy",0.26,0.2424,0.65,0.2836,10,138,148,2012-02-05 10:00:00
9494,"2/5/2012",1,1,2,11,0,"Sun","no","2_Mist+cloudy",0.26,0.2576,0.7,0.194,22,160,182,2012-02-05 11:00:00
9495,"2/5/2012",1,1,2,12,0,"Sun","no","2_Mist+cloudy",0.26,0.2576,0.65,0.194,25,223,248,2012-02-05 12:00:00
9496,"2/5/2012",1,1,2,13,0,"Sun","no","2_Mist+cloudy",0.28,0.2727,0.61,0.1642,33,241,274,2012-02-05 13:00:00
9497,"2/5/2012",1,1,2,14,0,"Sun","no","1_clear",0.3,0.303,0.61,0.1642,40,203,243,2012-02-05 14:00:00
